Scenario,order_size_mean,limit_price_decay_rate,mm_base_spread,n_rep,avg_spread_mean,avg_spread_CI95_lower,avg_spread_CI95_upper,mean_exec_time_mean,mean_exec_time_CI95_lower,mean_exec_time_CI95_upper,mm_final_pnl_per_1k_trades_mean,mm_final_pnl_per_1k_trades_CI95_lower,mm_final_pnl_per_1k_trades_CI95_upper
S57,10.0,0.1,0.25,5,1.991351711292564,1.9691407954531808,2.013562627131947,727.9703636390856,583.1446720762697,872.7960552019015,10.039247473463556,9.016935427350145,11.061559519576967
S58,10.0,0.1,0.5,5,2.0967879391138653,2.0852616086857774,2.108314269541953,740.1703374473359,586.8302022166488,893.510472678023,19.403985549494703,18.23786265381704,20.57010844517237
S59,10.0,0.1,1.0,5,2.356429654033418,2.329933480328008,2.3829258277388283,742.0331439451576,644.7315424563401,839.3347454339751,38.18050239360871,36.92889707226249,39.43210771495494
S6,1.0,0.1,0.1,5,1.5349429997216426,1.5237683991126665,1.5461176003306187,613.9741817289791,547.4360946508425,680.5122688071158,38.13058897152598,33.93629705831973,42.32488088473223
S60,10.0,0.1,2.0,5,2.750868768042742,2.73003067879042,2.771706857295064,776.9341704821904,621.4354127240576,932.4329282403232,64.68445198837885,63.36939786662628,65.99950611013143
S61,10.0,0.2,0.1,5,1.0066971481881444,0.987763774382954,1.0256305219933348,778.9021789353679,655.39123123856,902.413126632176,3.675764516256632,3.08862174688026,4.262907285633005
S62,10.0,0.2,0.25,5,1.0549236841529956,1.04771808412321,1.0621292841827812,744.3382819354391,572.3823583394856,916.2942055313928,9.26303475237502,8.676426961298159,9.849642543451882
S63,10.0,0.2,0.5,5,1.1701266332405915,1.155826160387004,1.1844271060941791,741.8026298827567,618.0670548594735,865.5382049060399,18.27024985973689,17.5160791061954,19.02442061327838
S64,10.0,0.2,1.0,5,1.367532886225212,1.3580128204135986,1.3770529520368255,784.7001196909647,650.7189791853847,918.6812601965448,31.542583208451283,31.342711463467936,31.74245495343463
S65,10.0,0.2,2.0,5,1.5776226752085392,1.5645926617534154,1.590652688663663,777.8891289318686,615.0564170727533,940.721840790984,37.95953582498968,36.93617510977844,38.98289654020092
S66,10.0,0.3,0.1,5,0.6863657923998862,0.677168446960498,0.6955631378392743,814.0838548205911,694.7340015350856,933.4337081060968,3.546914325411352,3.221386392648473,3.8724422581742313
S67,10.0,0.3,0.25,5,0.7404959630101743,0.7306497963221059,0.7503421296982427,759.7102546955344,646.7669090152453,872.6536003758235,8.996962496702668,8.621873512491064,9.372051480914273
S68,10.0,0.3,0.5,5,0.8466644850270384,0.8391158611215435,0.8542131089325333,767.2304874701233,622.669687173339,911.7912877669075,16.462302719395744,16.102516331043145,16.822089107748344
S69,10.0,0.3,1.0,5,0.9943850749097476,0.9866450234092652,1.00212512641023,792.2902583584134,645.9229156361182,938.6576010807088,23.84045374058878,23.20014607259553,24.480761408582037
S7,1.0,0.1,0.25,5,1.569698647733516,1.5588011646847322,1.5805961307822998,662.5849843413849,592.888665870047,732.2813028127229,93.17053268019096,88.18747830306478,98.15358705731714
S70,10.0,0.3,2.0,5,1.1070948926034363,1.0974531854978742,1.1167365997089984,782.9807973278685,645.0910923807065,920.8705022750304,20.72731532771773,19.54253171854557,21.912098936889887
S71,10.0,0.5,0.1,5,0.4291981321825043,0.4258532327259733,0.4325430316390353,801.4829438310763,619.8626132907714,983.1032743713812,3.357976765346767,3.2070308165890635,3.5089227141044708
S72,10.0,0.5,0.25,5,0.4860526903771633,0.4808451738836049,0.4912602068707217,769.3932018276407,629.2086419000502,909.5777617552312,8.089908003337744,7.8045574819687955,8.375258524706693
S73,10.0,0.5,0.5,5,0.5687875925919212,0.5629910729104537,0.5745841122733888,772.6459778086139,646.6573145904335,898.6346410267943,12.557265124215707,12.212157422104022,12.902372826327392
S74,10.0,0.5,1.0,5,0.6458868748785566,0.6402969768725529,0.6514767728845602,771.7366153724087,612.2773230949877,931.1959076498296,12.88340219517568,12.591570729490275,13.175233660861084
S75,10.0,0.5,2.0,5,0.6907075395750955,0.6812503629902785,0.7001647161599124,795.8885662435599,640.9103255690217,950.8668069180982,5.163295582907159,3.952199867735781,6.374391298078536
S76,20.0,0.05,0.1,5,3.826204943024922,3.706927420924748,3.945482465125096,806.4863010082872,741.8082429233754,871.1643590931991,2.368994805302495,0.9031499216431118,3.8348396889618783
S77,20.0,0.05,0.25,5,3.863562638816089,3.803528450123957,3.923596827508221,773.4564594100848,683.7156644392472,863.1972543809223,5.626945768059338,4.394621994095152,6.859269542023524
S78,20.0,0.05,0.5,5,3.995462570260993,3.938814803641548,4.052110336880437,771.7644667724819,683.0229285340508,860.506005010913,10.132042635749473,8.672596233256101,11.591489038242845
S79,20.0,0.05,1.0,5,4.201576057440459,4.182477713854433,4.220674401026485,735.8044514727754,599.1144777259415,872.4944252196094,19.94894510884497,18.83998082801097,21.05790938967897
S8,1.0,0.1,0.5,5,1.6852513791240902,1.6710955646246377,1.6994071936235429,667.4847497742494,542.9933502770597,791.9761492714391,180.66272662734127,175.13286530594905,186.19258794873352
S80,20.0,0.05,2.0,5,4.727194009250542,4.678336025060797,4.776051993440286,785.0065918558373,643.224965845314,926.7882178663606,37.82796794974732,36.80406091792683,38.8518749815678
S81,20.0,0.1,0.1,5,1.959017333104428,1.9158859075057677,2.002148758703089,779.0181055290234,700.0677577792186,857.9684532788282,2.1053695379631434,1.4140587965041989,2.796680279422088
S82,20.0,0.1,0.25,5,2.00588101687761,1.9696603653917089,2.042101668363512,781.6873530064153,687.1115902104491,876.2631158023814,4.933172189831349,4.4164025731144125,5.449941806548285
S83,20.0,0.1,0.5,5,2.102828038360516,2.088970878603067,2.1166851981179646,743.9841051219252,590.9832756297008,896.9849346141496,9.663092905131291,9.039488554903777,10.286697255358808
S84,20.0,0.1,1.0,5,2.3522938015878108,2.326110416905652,2.3784771862699694,821.148489110338,721.008579432154,921.288398788522,18.720699383457266,18.296104356283717,19.145294410630814
S85,20.0,0.1,2.0,5,2.759035088973936,2.7314082363592096,2.786661941588662,785.0661195916432,616.1907221894819,953.9415169938044,32.31156733894888,31.49080968543462,33.13232499246315
S86,20.0,0.2,0.1,5,1.0073450841983116,0.9933989202560108,1.0212912481406125,798.8603502685881,665.6957855623638,932.0249149748124,1.8681683934290043,1.5873255461569795,2.1490112407010287
S87,20.0,0.2,0.25,5,1.0544696256165131,1.046965933865352,1.0619733173676744,772.6232822951762,596.9222098688929,948.3243547214596,4.634005310677144,4.376466793535871,4.891543827818417
S88,20.0,0.2,0.5,5,1.1727875419747178,1.1613948200104294,1.1841802639390062,783.9109340334505,623.2695104939903,944.5523575729108,9.065247414503844,8.794894801253887,9.3356000277538
S89,20.0,0.2,1.0,5,1.3744614761987886,1.3626454736951048,1.3862774787024723,797.2852781030527,654.292319526939,940.2782366791664,15.737035910913622,15.506225160732052,15.967846661095193
S9,1.0,0.1,1.0,5,1.991807631967372,1.9704318313385116,2.013183432596233,614.1471748210082,492.7293256462636,735.5650239957529,336.0899754088143,327.91217478113583,344.2677760364928
S90,20.0,0.2,2.0,5,1.5794301915152116,1.566816399323572,1.5920439837068512,761.4970858000285,619.4896537193528,903.5045178807042,18.98409109947907,18.481218540252343,19.486963658705797
S91,20.0,0.3,0.1,5,0.6883724747326567,0.6813366273847152,0.6954083220805982,812.132011353107,665.0009388156689,959.2630838905452,1.7440637314660006,1.5949825436163192,1.893144919315682
S92,20.0,0.3,0.25,5,0.7410853277826089,0.7321726677197002,0.7499979878455176,842.7423362811511,710.0457455167282,975.438927045574,4.4637380385569925,4.300900121821288,4.626575955292697
S93,20.0,0.3,0.5,5,0.8514652648321333,0.8419588502361698,0.8609716794280967,772.8446623366739,632.4864076684006,913.2029170049472,8.317601202820967,8.099610555490738,8.535591850151196
S94,20.0,0.3,1.0,5,0.9955611542779854,0.9861459196270462,1.0049763889289247,765.8008249948617,628.2390726368567,903.3625773528668,11.974158243038184,11.746967311406143,12.201349174670224
S95,20.0,0.3,2.0,5,1.1101804182488837,1.1013424635359017,1.1190183729618657,788.9889258244824,633.968119958781,944.0097316901838,10.503207555134324,10.024550571910291,10.981864538358357
S96,20.0,0.5,0.1,5,0.4313534133543067,0.4256125139365336,0.4370943127720798,798.7199650995241,658.6804236884609,938.7595065105872,1.718724754548786,1.5865232611026814,1.8509262479948907
S97,20.0,0.5,0.25,5,0.4871822081584344,0.4832288556323872,0.4911355606844815,792.0437985864718,633.0391402905368,951.0484568824068,4.024832420161821,3.890660846780511,4.159003993543132
S98,20.0,0.5,0.5,5,0.5673465047170618,0.5620636451628904,0.5726293642712332,809.3166656688261,706.7141007537608,911.9192305838914,6.221947723610278,6.013793028202719,6.430102419017836
S99,20.0,0.5,1.0,5,0.6473899978382125,0.6409445824276508,0.6538354132487741,783.3736804367384,632.8753207680342,933.8720401054426,6.580357319307521,6.379578763663249,6.781135874951794
